"FileName","FileExtension","FilePath","CreatedDateTime","ModifiedDateTime","CreatedBy","ModifiedBy","FileSize","ItemType"
"FY2022","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2022","04/04/2025 13:56:54","04/04/2025 13:56:54","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2022 0103 ACKNLDG 20220430.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2022/GST F5 2022 0103 ACKNLDG 20220430.pdf","04/04/2025 13:56:55","04/04/2025 13:56:55","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2022 0406 ACKNLDG 20220731.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2022/GST F5 2022 0406 ACKNLDG 20220731.pdf","04/04/2025 13:56:55","04/04/2025 13:56:55","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2022 0709 ACKNLDG 20221031.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2022/GST F5 2022 0709 ACKNLDG 20221031.pdf","04/04/2025 13:56:55","04/04/2025 13:56:55","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2022 1012 ACKNLDG 20230131.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2022/GST F5 2022 1012 ACKNLDG 20230131.pdf","04/04/2025 13:56:57","04/04/2025 13:56:57","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"FY2023","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2023","04/04/2025 13:56:54","04/04/2025 13:56:54","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2023 0103 ACKNLDG 20230430.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2023/GST F5 2023 0103 ACKNLDG 20230430.pdf","04/04/2025 13:56:56","04/04/2025 13:56:56","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2023 0103 DETAIL 20230430.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2023/GST F5 2023 0103 DETAIL 20230430.pdf","04/04/2025 13:56:56","04/04/2025 13:56:56","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2023 0406 ACKNLDG 20230731.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2023/GST F5 2023 0406 ACKNLDG 20230731.pdf","04/04/2025 13:56:57","04/04/2025 13:56:57","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5 2023 0406 DETAIL 20230731.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2023/GST F5 2023 0406 DETAIL 20230731.pdf","04/04/2025 13:56:58","04/04/2025 13:56:58","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"FY2024","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2024","04/04/2025 13:54:40","04/04/2025 13:54:40","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_ES2620241029170345T9D.PDF","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2024/E-F5_ACK_ES2620241029170345T9D.PDF","04/04/2025 13:54:06","04/04/2025 13:54:06","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_ES29202501241638562OW.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2024/E-F5_ACK_ES29202501241638562OW.pdf","04/04/2025 13:54:06","04/04/2025 13:54:06","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST ACKNOWLEDGEMENT APR-JUN24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2024/GST ACKNOWLEDGEMENT APR-JUN24.pdf","04/04/2025 13:54:06","04/04/2025 13:54:06","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"GST F5_F8 Acknowledgement JAN-MAR24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/ACS/FY2024/GST F5_F8 Acknowledgement JAN-MAR24.pdf","04/04/2025 13:54:08","04/04/2025 13:54:08","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"WSS","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS","04/04/2025 13:54:05","04/04/2025 13:54:26","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"FY2024","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS/FY2024","04/04/2025 13:54:13","04/04/2025 13:54:13","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_APR TO JUN24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS/FY2024/E-F5_ACK_APR TO JUN24.pdf","04/04/2025 13:54:08","04/04/2025 13:54:08","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_JAN TO MAR24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS/FY2024/E-F5_ACK_JAN TO MAR24.pdf","04/04/2025 13:54:07","04/04/2025 13:54:07","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_JUL TO SEP24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS/FY2024/E-F5_ACK_JUL TO SEP24.pdf","04/04/2025 13:54:08","04/04/2025 13:54:08","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"E-F5_ACK_OCT TO DEC24.pdf","","SHARING/Project Rubicon Tax DD/Singapore/25. GST returns/WSS/FY2024/E-F5_ACK_OCT TO DEC24.pdf","04/04/2025 13:54:08","04/04/2025 13:54:08","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"3. Income tax computation","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation","04/04/2025 13:31:45","04/04/2025 14:10:47","josephine.tan@allied.com.sg","Jack Hu","0","Folder"
"Allied Container (E&M) PL-Final tax computation YA 2024 (FYE 31.12.2023)_signed.pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/Allied Container (E&M) PL-Final tax computation YA 2024 (FYE 31.12.2023)_signed.pdf","04/04/2025 13:32:06","04/04/2025 13:32:06","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container (EM)-Final tax comp YA 2023 (FYE 31.12.2022)_R3.pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/Allied Container (EM)-Final tax comp YA 2023 (FYE 31.12.2022)_R3.pdf","04/04/2025 13:32:07","04/04/2025 13:32:07","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services PL-Final Tax computation YA 2024 (FYE 31.12.2023)_Signed.pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/Allied Container Services PL-Final Tax computation YA 2024 (FYE 31.12.2023)_Signed.pdf","04/04/2025 13:32:28","04/04/2025 13:32:28","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services-Final tax comp YA 2023 (FYE 31.12.2022)_R3.pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/Allied Container Services-Final tax comp YA 2023 (FYE 31.12.2022)_R3.pdf","04/04/2025 13:32:28","04/04/2025 13:32:28","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2023 Winspec Shipping Pte Ltd - Tax Computation (signed).pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/YA 2023 Winspec Shipping Pte Ltd - Tax Computation (signed).pdf","04/04/2025 13:36:38","04/04/2025 13:36:38","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2024 Winspec Shipping Pte Ltd - Tax Computation (signed).pdf","","SHARING/Project Rubicon Tax DD/Singapore/3. Income tax computation/YA 2024 Winspec Shipping Pte Ltd - Tax Computation (signed).pdf","04/04/2025 13:36:38","04/04/2025 13:36:38","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"4. Income tax returns","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns","08/04/2025 04:01:59","08/04/2025 04:02:26","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA 2023 - Winspec Shipping Pte Ltd.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA 2023 - Winspec Shipping Pte Ltd.pdf","08/04/2025 04:04:13","08/04/2025 04:04:13","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA 2024 - Winspec Shipping Pte Ltd.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA 2024 - Winspec Shipping Pte Ltd.pdf","08/04/2025 04:04:13","08/04/2025 04:04:13","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA2023 - ACEM.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA2023 - ACEM.pdf","08/04/2025 04:04:01","08/04/2025 04:04:01","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA2023 - Allied Container Services.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA2023 - Allied Container Services.pdf","08/04/2025 04:03:52","08/04/2025 04:03:52","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA2024 - ACEM.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA2024 - ACEM.pdf","08/04/2025 04:04:01","08/04/2025 04:04:01","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Form C YA2024 - Allied Container Services.pdf","","SHARING/Project Rubicon Tax DD/Singapore/4. Income tax returns/Form C YA2024 - Allied Container Services.pdf","08/04/2025 04:03:52","08/04/2025 04:03:52","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"46. Statement of Account - demonstrate property tax paid","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid","08/04/2025 02:07:02","08/04/2025 02:07:02","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - 10 Tuas Ave 6 (ACEM).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - 10 Tuas Ave 6 (ACEM).pdf","08/04/2025 02:16:33","08/04/2025 02:16:33","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - 25 Penjuru Ln (ACEM).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - 25 Penjuru Ln (ACEM).pdf","08/04/2025 02:16:36","08/04/2025 02:16:36","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - 6 Tuas Ave 6 (ACEM).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - 6 Tuas Ave 6 (ACEM).pdf","08/04/2025 02:16:33","08/04/2025 02:16:33","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - Westcom #01-07 (ACS).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - Westcom #01-07 (ACS).pdf","08/04/2025 02:16:43","08/04/2025 02:16:43","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - Westcom #01-11 (ACS).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - Westcom #01-11 (ACS).pdf","08/04/2025 02:16:43","08/04/2025 02:16:43","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"SOA - Westcom #01-12 (ACS).pdf","","SHARING/Project Rubicon Tax DD/Singapore/46. Statement of Account - demonstrate property tax paid/SOA - Westcom #01-12 (ACS).pdf","08/04/2025 02:16:43","08/04/2025 02:16:43","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"5. ECI","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI","08/04/2025 04:02:05","08/04/2025 04:02:05","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA 2023 - ACEM.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA 2023 - ACEM.pdf","08/04/2025 04:04:53","08/04/2025 04:04:53","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2023 - Allied Container Services.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA2023 - Allied Container Services.pdf","08/04/2025 04:05:17","08/04/2025 04:05:17","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2023 - Winspec Shipping.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA2023 - Winspec Shipping.pdf","08/04/2025 04:05:40","08/04/2025 04:05:40","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2024 - ACEM.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA2024 - ACEM.pdf","08/04/2025 04:04:53","08/04/2025 04:04:53","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2024 - Allied Container Services.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA2024 - Allied Container Services.pdf","08/04/2025 04:05:17","08/04/2025 04:05:17","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2024 - Winspec Shipping.pdf","","SHARING/Project Rubicon Tax DD/Singapore/5. ECI/ECI YA2024 - Winspec Shipping.pdf","08/04/2025 04:05:40","08/04/2025 04:05:40","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"6. YA2025 Provisional tax calculations or ECI","","SHARING/Project Rubicon Tax DD/Singapore/6. YA2025 Provisional tax calculations or ECI","08/04/2025 04:03:34","08/04/2025 04:03:34","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2025 - ACEM.pdf","","SHARING/Project Rubicon Tax DD/Singapore/6. YA2025 Provisional tax calculations or ECI/ECI YA2025 - ACEM.pdf","08/04/2025 04:04:59","08/04/2025 04:04:59","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"ECI YA2025 - Allied Container Services.pdf","","SHARING/Project Rubicon Tax DD/Singapore/6. YA2025 Provisional tax calculations or ECI/ECI YA2025 - Allied Container Services.pdf","08/04/2025 04:05:22","08/04/2025 04:05:22","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"8. Notice of Assessment","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment","04/04/2025 13:38:54","04/04/2025 14:10:47","josephine.tan@allied.com.sg","Jack Hu","0","Folder"
"Allied Container (E&M) PL-Final NOA YA 2023 (FYE 31.12.2022).pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/Allied Container (E&M) PL-Final NOA YA 2023 (FYE 31.12.2022).pdf","04/04/2025 13:39:18","04/04/2025 13:39:18","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container (E&M) PL-Final NOA YA 2024 (FYE 31.12.2023).pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/Allied Container (E&M) PL-Final NOA YA 2024 (FYE 31.12.2023).pdf","04/04/2025 13:39:18","04/04/2025 13:39:18","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services-Final NOA YA 2023 (FYE 31.12.2022).pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/Allied Container Services-Final NOA YA 2023 (FYE 31.12.2022).pdf","04/04/2025 13:39:28","04/04/2025 13:39:28","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services-Final NOA YA 2024 (FYE 31.12.2023).pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/Allied Container Services-Final NOA YA 2024 (FYE 31.12.2023).pdf","04/04/2025 13:39:28","04/04/2025 13:39:28","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2023 Winspec Shipping Pte Ltd - NOA.pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/YA 2023 Winspec Shipping Pte Ltd - NOA.pdf","04/04/2025 13:39:01","04/04/2025 13:39:01","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2024 Winspec Shipping Pte Ltd - NOA.pdf","","SHARING/Project Rubicon Tax DD/Singapore/8. Notice of Assessment/YA 2024 Winspec Shipping Pte Ltd - NOA.pdf","04/04/2025 13:39:01","04/04/2025 13:39:01","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"9. Statement of Account - demonstrate CIT paid","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid","04/04/2025 13:40:19","04/04/2025 14:10:47","josephine.tan@allied.com.sg","Jack Hu","0","Folder"
"Allied Container (E&M) PL-SOA YA2023.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/Allied Container (E&M) PL-SOA YA2023.pdf","04/04/2025 13:41:48","04/04/2025 13:41:48","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container (E&M) PL-SOA YA2024.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/Allied Container (E&M) PL-SOA YA2024.pdf","04/04/2025 13:41:48","04/04/2025 13:41:48","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services-SOA for income tax YA2023.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/Allied Container Services-SOA for income tax YA2023.pdf","04/04/2025 13:40:26","04/04/2025 13:40:26","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"Allied Container Services-SOA for income tax YA2024.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/Allied Container Services-SOA for income tax YA2024.pdf","04/04/2025 13:40:26","04/04/2025 13:40:26","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2023 Winspec Shipping Pte Ltd - SOA.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/YA 2023 Winspec Shipping Pte Ltd - SOA.pdf","04/04/2025 13:42:30","04/04/2025 13:42:30","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"YA 2024 Winspec Shipping Pte Ltd - SOA.pdf","","SHARING/Project Rubicon Tax DD/Singapore/9. Statement of Account - demonstrate CIT paid/YA 2024 Winspec Shipping Pte Ltd - SOA.pdf","04/04/2025 13:42:30","04/04/2025 13:42:30","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
"0. Project Rubicon - TDD RFI - Singapore(66015.1) (Allied updated 08042025).xlsx","","SHARING/Project Rubicon Tax DD/Singapore/0. Project Rubicon - TDD RFI - Singapore(66015.1) (Allied updated 08042025).xlsx","04/04/2025 14:06:16","08/04/2025 04:12:24","josephine.tan@allied.com.sg","josephine.tan@allied.com.sg","0","Folder"
